OSE Building ID,Data Year,Building Name,Building Type,Address,City,State,Zip Code,Latitude,Longitude,Neighborhood,Council District Code,Year Built,Numberof Floors,Property GFA Total,PropertyGFABuilding(s),Property GFA Parking,Primary Property Type,ENERGYSTAR Score,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),Largest Property Use Type,Largest Property Use Type GFA,Second Largest Property Use Type,Second Largest Property Use Type GFA,Third Largest Property Use Type,Third Largest Property Use Type GFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),EPA Building Sub Type Name,Compliance Issue,Compliance Status,Electricity(kBtu),NaturalGas(kBtu),GHG Emissions Intensity,Total Ghg Emissions
23759,2018,660 WEST OLYMPIC PLACE CONDOMINIUM,Multifamily LR (1-4),660 W OLYMPIC PL,SEATTLE,WA,98119,47.62812,-122.3665,MAGNOLIA / QUEEN ANNE,7,2000,4,21754,21754,0,Multifamily Housing,,64.199996948,63.400001526,1232881,1215673,111.599998474,110.699996948,Multifamily Housing,19189,Parking,2565,,,141837,0,7317,Multifamily Housing,No Issue,Compliant,483949,731724,1.8,40.2
26506,2018,QUEEN ANNE OCEAN VIEW CONDOMINIUM,Multifamily LR (1-4),2244 13TH AVE W,SEATTLE,WA,98119,47.64005,-122.37331,MAGNOLIA / QUEEN ANNE,7,1990,4,41126,41126,0,Multifamily Housing,53,52.400001526,50.400001526,1934638,1863286,111.199996948,108.099998474,Multifamily Housing,36940,Parking,15300,,,341222,0,6990,Multifamily Housing,No Issue,Compliant,1164251,699035,1,40.2
34248,2018,THE WESLY AT DRAVUS,Multifamily LR (1-4),20 W DRAVUS ST,SEATTLE,WA,98119,47.64886,-122.35862,MAGNOLIA / QUEEN ANNE,7,2004,4,22625,22625,0,Multifamily Housing,88,47.900001526,46.200000763,1082858,1045773,93.599998474,90.699996948,Multifamily Housing,22625,Parking,7875,,,159596,0,5012,Multifamily Housing,No Issue,Compliant,544541,501232,1.2,28.1
23433,2018,PARKWING APTS,Multifamily LR (1-4),620 5TH AVE W,SEATTLE,WA,98119,47.62526,-122.3629,MAGNOLIA / QUEEN ANNE,7,1967,4,43477,36292,7185,Multifamily Housing,75,53.599998474,52,1783518,1732082,112.400001526,109.300003052,Multifamily Housing,33292,Parking,7185,Swimming Pool,0,305044,0,6913,Multifamily Housing,No Issue,Compliant,1040812,691271,1.1,39.5
23508,2018,SEAVIEW CONDOMINIUM,Multifamily LR (1-4),519 W ROY ST,SEATTLE,WA,98119,47.62586,-122.36388,MAGNOLIA / QUEEN ANNE,7,1930,3,36751,36751,0,Multifamily Housing,,84.900001526,81,3118327,2978114,109.099998474,105,Multifamily Housing,36751,,,,,122845,0,25590,Multifamily Housing,No Issue,Compliant,419146,2558968,3.7,137
27213,2018,LOCKSHORE CONDOMINIUM,Multifamily LR (1-4),3200 W COMMODORE WAY,SEATTLE,WA,98199,47.66443,-122.39802,MAGNOLIA / QUEEN ANNE,7,1965,3,28944,28944,0,Multifamily Housing,53,36.400001526,35.599998474,878365,857262,98.099998474,95.300003052,Multifamily Housing,24111,Swimming Pool,0,,,234085,0,586,Multifamily Housing,No Issue,Compliant,798699,58563,0.2,5.2
26482,2018,QUARTERDECK CONDOMINIUM,Multifamily LR (1-4),3700 26TH PL W,SEATTLE,WA,98199,47.6536,-122.39002,MAGNOLIA / QUEEN ANNE,7,1974,4,81821,81821,0,Multifamily Housing,32,39.099998474,37.900001526,2664877,2583814,109.5,106.199996948,Multifamily Housing,68149,,,,,757272,0,0,Multifamily Housing,No Issue,Compliant,2583814,0,0.1,6.9
22470,2018,"TEMPO APTS -2305, -2310, -2300",Multifamily LR (1-4),2015 W DRAVUS ST,SEATTLE,WA,98199,47.64823,-122.38276,MAGNOLIA / QUEEN ANNE,7,2007,4,42763,28880,13883,Multifamily Housing,68,36.200000763,35.299999237,1044902,1019215,91.400001526,89.699996948,Multifamily Housing,28880,Parking,13883,,,254747,0,1500,Multifamily Housing,No Issue,Compliant,869197,150018,0.4,10.3
27212,2018,LOCKHAVEN CONDOMINIUM,Multifamily LR (1-4),3100 W COMMODORE WAY,SEATTLE,WA,98199,47.66401,-122.39701,MAGNOLIA / QUEEN ANNE,7,1982,4,77966,77966,0,Multifamily Housing,86,41.599998474,40.599998474,3246369,3166344,78.5,76.5,Multifamily Housing,77966,Parking,25921,Swimming Pool,0,441974,0,16583,Multifamily Housing,No Issue,Compliant,1508014,1658330,1.2,92.1
50191,2018,UPTOWN 11,Multifamily LR (1-4),531 QUEEN ANNE AVE N,SEATTLE,WA,,47.62422,-122.35709,MAGNOLIA / QUEEN ANNE,7,2016,3,75494,41008,34486,Multifamily Housing,,40.400001526,40.400001526,1836483,1836483,113.199996948,113.199996948,Multifamily Housing,29193,Retail Store,16235,,,538242,0,0,Multifamily Housing,No Issue,Compliant,1836483,0,0.1,4.9
49827,2018,509 FIRST APARTMENTS,Multifamily LR (1-4),509 1ST AVE W,SEATTLE,WA,98119,47.62365,-122.35832,MAGNOLIA / QUEEN ANNE,7,2013,4,29158,29158,0,Multifamily Housing,99,38.5,38.099998474,834329,826526,79.400001526,79,Multifamily Housing,21695,Parking,6666,,,141838,0,3426,Multifamily Housing,No Issue,Compliant,483950,342576,0.7,19.5
50086,2018,NEW APARTMENT BUILDING,Multifamily LR (1-4),2208 15TH AVE W,SEATTLE,WA,98119,47.63892,-122.37582,MAGNOLIA / QUEEN ANNE,7,2015,4,51095,48311,2784,Multifamily Housing,77,71,69,3503086,3404776,122.199996948,119.599998474,Multifamily Housing,49324,Parking,2791,,,388866,0,20780,Multifamily Housing,No Issue,Compliant,1326809,2077967,2.4,113.9
49721,2018,WEST NEWTON FLATS,Multifamily LR (1-4),2301 W NEWTON ST,SEATTLE,WA,98199,47.63683,-122.38658,MAGNOLIA / QUEEN ANNE,7,2012,3,21753,11111,10642,Multifamily Housing,,41.799999237,40,874131,836620,101.599998474,97.900001526,Multifamily Housing,20890,,,,,195476,0,1697,Multifamily Housing,No Issue,Compliant,666965,169655,1,10.8
24235,2018,LEEWARD APTS,Multifamily LR (1-4),1319 DEXTER AVE N,SEATTLE,WA,98109,47.63101,-122.34285,MAGNOLIA / QUEEN ANNE,7,2018,8,358944,306900,52044,Multifamily Housing,71,49.099998474,48.799999237,11911055,11853976,106.199996948,106.699996948,Multifamily Housing,242729,Parking,75060,,,2254627,0,41612,Multifamily Housing,No Issue,Compliant,7692787,4161188,0.8,241.5
50322,2018,MINNIE FLATS,Multifamily MR (5-9),101 DENNY WAY,SEATTLE,WA,,47.6186,-122.3548,DOWNTOWN,,2016,6,32489,32489,0,Multifamily Housing,98,,56.299999237,,1374580,,119.5,Multifamily Housing,24410,,,,,246981,0,5319,Multifamily Housing,No Issue,Compliant,842699,531880,0.9,30.5
23677,2018,STEWART MANOR,Multifamily MR (5-9),6339 34TH AVE SW,SEATTLE,WA,98126,47.54539,-122.37544,DELRIDGE NEIGHBORHOODS,1,1968,6,49510,49510,0,Multifamily Housing,36,55.099998474,53.299999237,2729253,2638104,137.100006104,132.300003052,Multifamily Housing,49510,,,,,632678,0,4794,Multifamily Housing,No Issue,Compliant,2158697,479407,0.6,31.2
24643,2018,WESTWOOD HEIGHTS,Multifamily MR (5-9),9431 27TH AVE SW,SEATTLE,WA,98126,47.51795,-122.36801,DELRIDGE NEIGHBORHOODS,1,1978,7,100536,100536,0,Multifamily Housing,57,49.200000763,47.799999237,4942577,4809454,115.199996948,111.900001526,Multifamily Housing,77577,Office,14189,Other,8770,1038112,0,12674,Multifamily Housing,No Issue,Compliant,3542038,1267416,0.8,76.8
29125,2018,MORRISON HOTEL LLC,Multifamily MR (5-9),501 3RD AVE,SEATTLE,WA,98104,47.60219,-122.3313,DOWNTOWN,1,1908,7,159840,139860,19980,Multifamily Housing,10,101.5,98.800003052,14201121,13818047,193.600006104,189.199996948,Multifamily Housing,119880,Office,19980,Parking,19980,2000793,0,69913,Multifamily Housing,No Issue,Compliant,6826706,6991340,2.8,389.5
21502,2018,VOLTA APARTMENTS,Multifamily MR (5-9),2233 1ST AVE,SEATTLE,WA,98121,47.61305,-122.3466,DOWNTOWN,1,2010,8,54550,42506,12044,Multifamily Housing,26,50.700000763,50.700000763,2156813,2156813,117.400001526,117.400001526,Multifamily Housing,42506,Parking,12044,Office,1263,456259,0,6001,Multifamily Housing,No Issue,Compliant,1556757,600056,0.8,36
50000,2018,NINE & PINE APARTMENTS,Multifamily MR (5-9),1601 9TH AVE,SEATTLE,WA,98101,47.61357,-122.33249,DOWNTOWN,1,2014,7,74509,68131,6378,Multifamily Housing,32,78.099998474,77.199996948,4199392,4148860,137.100006104,136.100006104,Multifamily Housing,53768,Parking,6857,,,495835,0,24571,Multifamily Housing,No Issue,Compliant,1691790,2457070,2,135
26729,2018,THE PUBLIX APARTMENTS (FMR HISTORIC HOTEL),Multifamily MR (5-9),504 5TH AVE S,SEATTLE,WA,98104,47.59797,-122.32744,DOWNTOWN,1,1928,6,39279,39279,0,Multifamily Housing,84,43.900001526,42.799999237,4667342,4545566,99.199996948,96.599998474,Multifamily Housing,87179,Restaurant,19054,Parking,11690,919354,0,14087,Multifamily Housing,No Issue,Compliant,3136835,1408731,2.1,83.2
49786,2018,206 BELL APARTMENTS,Multifamily MR (5-9),206 BELL ST,SEATTLE,WA,98121,47.61441,-122.3457,DOWNTOWN,1,2013,8,116049,92007,24042,Multifamily Housing,37,66.099998474,65.5,6204936,6148248,136.600006104,135.600006104,Multifamily Housing,89000,Parking,25100,Restaurant,4850,1050153,0,25651,Multifamily Housing,No Issue,Compliant,3583122,2565127,1.6,145.8
20806,2018,DE LORGES CONDO,Multifamily MR (5-9),325 HARVARD AVE E,SEATTLE,WA,98102,47.62185,-122.32238,EAST,1,1928,5,20639,20639,0,Multifamily Housing,,43.299999237,42.299999237,895189,873996,86.699996948,84.199996948,Multifamily Housing,20652,,,,,137595,0,4045,Multifamily Housing,No Issue,Compliant,469475,404521,1.1,22.7
24883,2018,JACKSON COURT CONDOMINIUM,Multifamily MR (5-9),530 MELROSE AVE E,SEATTLE,WA,98102,47.62402,-122.32757,EAST,1,1991,7,39750,30130,9620,Multifamily Housing,44,43.299999237,42.400001526,1408882,1377606,106.599998474,104.800003052,Multifamily Housing,32510,Parking,9503,,,328388,0,2571,Multifamily Housing,No Issue,Compliant,1120461,257145,0.6,16.6
42067,2018,THE BROADWAY ON BROADWAY BLDG,Multifamily MR (5-9),1620 BROADWAY,SEATTLE,WA,98122,47.61591,-122.32039,EAST,1,2010,6,184980,184980,0,Multifamily Housing,76,53.599998474,53.200000763,7027786,6981806,116.300003052,115.900001526,Multifamily Housing,103955,Parking,54452,Retail Store,12835,1317586,0,24862,Multifamily Housing,No Issue,Compliant,4495603,2486204,0.8,144
50349,2018,PLYMOUTH ON FIRST HILL,Multifamily MR (5-9),710 CHERRY ST,SEATTLE,WA,,47.60567,-122.32733,EAST,1,2018,5,43459,43459,0,Multifamily Housing,69,52.5,51.900001526,2280208,2255396,112.599998474,112,Multifamily Housing,43459,,,,,418901,0,8261,Multifamily Housing,No Issue,Compliant,1429292,826104,1.1,47.7
50249,2018,MODERA CAPITOL HILL APARTMENTS,Multifamily MR (5-9),1427 11TH AVE,SEATTLE,WA,98122,47.61361,-122.31851,EAST,1,2016,6,153742,113894,39848,Multifamily Housing,83,33.099998474,52.200000763,3792446,5977085,65.699996948,96.699996948,Multifamily Housing,114439,Parking,42717,,,801409,0,32427,Multifamily Housing,No Issue,Compliant,2734407,3242678,1.6,179.5
50050,2018,CUE APARTMENTS,Multifamily MR (5-9),1525 HARVARD AVE,SEATTLE,WA,98122,47.61508,-122.32243,EAST,1,2015,7,92208,80371,11837,Multifamily Housing,82,43.200000763,42.799999237,3475738,3443292,91.800003052,90.699996948,Multifamily Housing,73295,Parking,11837,Restaurant,3761,615573,0,13430,Multifamily Housing,No Issue,Compliant,2100336,1342955,1,76.9
50303,2018,SHELTON EASTLAKE,Multifamily MR (5-9),2359 FRANKLIN AVE E,SEATTLE,WA,98102,47.64159,-122.32488,LAKE UNION,1,2016,5,51663,38701,12962,Multifamily Housing,99,32,49.400001526,1034212,1597953,62.799999237,82.5,Multifamily Housing,32316,Parking,6804,,,165557,0,10331,Multifamily Housing,No Issue,Compliant,564881,1033072,1.5,56.4
20730,2018,THE Q APARTMENTS,Multifamily MR (5-9),1321 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.63107,-122.35708,MAGNOLIA / QUEEN ANNE,1,1950,6,91703,84138,7565,Multifamily Housing,95,47.799999237,46,4019152,3872204,71.099998474,69.199996948,Multifamily Housing,84138,Parking,6678,,,294615,0,28670,Multifamily Housing,No Issue,Compliant,1005227,2866977,1.8,154.9
50315,2018,HENRY APARTMENTS,Multifamily MR (5-9),24 ETRURIA ST,SEATTLE,WA,98109,47.64804,-122.35667,MAGNOLIA / QUEEN ANNE,1,2016,5,108857,82484,26373,Multifamily Housing,77,50.200000763,50,5465746,5444980,95.800003052,95.599998474,Multifamily Housing,108857,Parking,26373,,,786123,0,27627,Multifamily Housing,No Issue,Compliant,2682252,2762728,1.9,153.9
27430,2018,ACACIA COURT APARTMENTS,Multifamily MR (5-9),4707 12TH AVE NE,SEATTLE,WA,98105,47.6634,-122.31556,NORTHEAST,1,2005,6,57700,42131,15569,Multifamily Housing,,44.900001526,43.799999237,1915888,1866313,89.300003052,87.199996948,Multifamily Housing,39935,Parking,15540,Office,2695,294237,0,8624,Multifamily Housing,No Issue,Compliant,1003936,862377,1.2,48.5
50090,2018,NOLAN,Multifamily MR (5-9),4717 BROOKLYN AVE NE,SEATTLE,WA,98105,47.66366,-122.3145,NORTHEAST,1,2015,7,63825,58975,4850,Multifamily Housing,,45.799999237,44.5,2278786,2217259,98.300003052,95.5,Multifamily Housing,46174,Retail Store,2417,Office,1200,406642,0,8298,Multifamily Housing,No Issue,Compliant,1387463,829796,0.8,47.8
50297,2018,The Hub - U District Seattle,Multifamily MR (5-9),5000 UNIVERSITY WAY NE,SEATTLE,WA,98105,47.66503,-122.3128,NORTHEAST,1,2017,7,125070,114062,11008,Multifamily Housing,,39.700000763,38.799999237,4335143,4233736,78.900001526,77.300003052,Multifamily Housing,90780,Retail Store,18282,Parking,11008,666831,0,19585,Multifamily Housing,No Issue,Compliant,2275227,1958508,1,110.1
50015,2018,SEDONA,Multifamily MR (5-9),8520 20TH AVE NE,SEATTLE,WA,98115,47.69087,-122.30629,NORTHEAST,1,2014,6,26198,26198,0,Multifamily Housing,100,52,50.5,1362070,1322930,79.300003052,77.699996948,Multifamily Housing,26198,,,,,108234,0,9536,Multifamily Housing,No Issue,Compliant,369294,953636,2,51.6
21229,2018,Sanford Hildebrandt Towers I,Multifamily MR (5-9),747 N 135TH ST,SEATTLE,WA,98133,47.72644,-122.34923,NORTHWEST,1,1964,7,183392,183392,0,Multifamily Housing,77,71.199996948,69.800003052,13056114,12807548,113.900001526,112.400001526,Multifamily Housing,183392,Parking,11400,,,1198861,0,87170,Multifamily Housing,No Issue,Compliant,4090514,8717035,2.6,473.9
24764,2018,LUXE AT MERIDIAN APTS,Multifamily MR (5-9),10306 MERIDIAN AVE N,SEATTLE,WA,98133,47.70349,-122.33279,NORTHWEST,1,1970,9,127230,127230,0,Multifamily Housing,70,40.700000763,40.400001526,4330694,4296228,112.400001526,111.400001526,Multifamily Housing,106400,Parking,11826,Swimming Pool,0,1230122,0,991,Multifamily Housing,No Issue,Compliant,4197176,99050,0.1,16.5
50030,2018,ANGELINE APTS,Multifamily MR (5-9),4801 RAINIER AVE S,SEATTLE,WA,98118,47.55926,-122.28654,SOUTHEAST,1,2015,6,283479,197139,86340,Multifamily Housing,97,47.700000763,47.5,7990940,7955660,81.199996948,80.599998474,Multifamily Housing,134585,Parking,86340,Retail Store,31243,863518,0,50093,Multifamily Housing,No Issue,Compliant,2946323,5009336,1.4,273.9
50385,2018,Estelle Apartments,Multifamily MR (5-9),3501 RAINIER AVE S,SEATTLE,WA,98144,47.57161,-122.29346,SOUTHEAST,1,2015,6,53298,52061,1237,Multifamily Housing,50,47.900001526,46,2092625,2009595,87.900001526,85.900001526,Multifamily Housing,43732,,,,,275847,0,10684,Multifamily Housing,No Issue,Compliant,941190,1068405,1.1,59.3
50414,2018,OTHELLO NORTH,Multifamily MR (5-9),4200 S OTHELLO ST,SEATTLE,WA,98118,47.53771,-122.28039,SOUTHEAST,1,2016,7,381161,328779,52382,Multifamily Housing,98,39.099998474,39.099998474,4809630,4809630,71.300003052,71.300003052,Multifamily Housing,123138,Parking,0,,,625138,0,26767,Multifamily Housing,No Issue,Compliant,2132970,2676660,0.4,147.9
23420,2018,1300 ALKI CONDOMINIUM,Multifamily MR (5-9),1300 ALKI AVE SW,SEATTLE,WA,98116,47.59296,-122.39038,SOUTHWEST,1,1996,5,23821,23821,0,Multifamily Housing,,43.400001526,42.299999237,1033959,1006543,73.300003052,72.099998474,Multifamily Housing,23821,,,,,110638,0,6290,Multifamily Housing,No Issue,Compliant,377499,629044,1.4,34.4
24846,2018,SUMMIT ON CALIFORNIA CONDOMINIUM,Multifamily MR (5-9),4409 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.56445,-122.38712,SOUTHWEST,1,1996,6,20078,20078,0,Multifamily Housing,,51.400001526,51.400001526,1031352,1031352,143.800003052,143.800003052,Multifamily Housing,20076,,,,,302272,0,0,Multifamily Housing,No Issue,Compliant,1031351,0,0.1,2.8
49892,2018,OREGON 42 APARTMENTS,Multifamily MR (5-9),4502 42ND AVE SW,SEATTLE,WA,98116,47.56271,-122.38516,SOUTHWEST,1,2014,7,137068,137068,0,Multifamily Housing,99,45.400001526,44.5,3202634,3141119,94.099998474,92.099998474,Multifamily Housing,70584,Parking,32578,,,536578,0,13103,Multifamily Housing,No Issue,Compliant,1830803,1310316,0.5,74.5
49722,2018,NOVA APARTMENTS,Multifamily MR (5-9),4600 36TH AVE SW,SEATTLE,WA,98126,47.56189,-122.37706,SOUTHWEST,1,2012,5,59205,59205,0,Multifamily Housing,66,46.799999237,52.599998474,2408872,2706144,86.300003052,103.699996948,Multifamily Housing,51436,Parking,9023,,,417414,0,12819,Multifamily Housing,No Issue,Compliant,1424217,1281928,1.2,71.9
23107,2018,HARBOR PLACE CONDOMINIUM,Multifamily MR (5-9),3318 30TH AVE SW,SEATTLE,WA,98126,47.57313,-122.37115,SOUTHWEST,1,2000,6,68400,68400,0,Multifamily Housing,73,52,52,1771594,1771594,115.099998474,115.099998474,Multifamily Housing,34079,,,,,345151,0,5939,Multifamily Housing,No Issue,Compliant,1177655,593939,0.5,34.7
23242,2018,THE BLAKE APTS (Built Green 3 Star Certified),Multifamily MR (5-9),5020 CALIFORNIA AVE SW,SEATTLE,WA,98136,47.5568,-122.38644,SOUTHWEST,1,2014,7,72356,72356,0,Multifamily Housing,,40.400001526,39.700000763,2545775,2501682,90.099998474,88.599998474,Multifamily Housing,62989,Parking,28670,,,494479,0,8145,Multifamily Housing,No Issue,Compliant,1687164,814519,0.7,47.8
50157,2018,SPRINGLINE APARTMENTS,Multifamily MR (5-9),3220 CALIFORNIA AVE SW,SEATTLE,WA,,47.57489,-122.38642,SOUTHWEST,1,2017,5,161999,161999,0,Multifamily Housing,94,39.599998474,39.400001526,4763274,4735695,79.5,79.300003052,Multifamily Housing,120328,Parking,15620,,,775082,0,20911,Multifamily Housing,No Issue,Compliant,2644578,2091117,0.7,118.1
25061,2018,4730 CALIFORNIA APARTMENTS,Multifamily MR (5-9),4730 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.56013,-122.38642,SOUTHWEST,1,2014,7,113204,84970,28234,Multifamily Housing,71,46.099998474,45.900001526,2914514,2900662,106.699996948,106.400001526,Multifamily Housing,63160,Parking,10240,,,615784,0,7996,Multifamily Housing,No Issue,Compliant,2101055,799607,0.6,48.1
50073,2018,SPRUCE WEST SEATTLE,Multifamily MR (5-9),4555 39TH AVE SW,SEATTLE,WA,98116,47.5616,-122.3819,SOUTHWEST,1,2015,7,409825,236739,173086,Multifamily Housing,64,53.599998474,52.900001526,11743457,11599140,117.599998474,116.900001526,Multifamily Housing,219176,Parking,165935,,,2251731,0,39162,Multifamily Housing,No Issue,Compliant,7682906,3916234,1,228.5
50044,2018,JUNCTION 47,Multifamily MR (5-9),4715 42ND AVE SW,SEATTLE,WA,98116,47.56081,-122.38589,SOUTHWEST,1,2015,6,271922,196788,75134,Multifamily Housing,68,53.599998474,53.200000763,10764853,10694363,107.599998474,107.300003052,Multifamily Housing,183646,Parking,78842,Retail Store,17198,1729814,0,47922,Multifamily Housing,No Issue,Compliant,5902127,4792236,1.4,270.3
26848,2018,NIHONMACHI TERRACE APTS,Multifamily MR (5-9),651 S MAIN ST,SEATTLE,WA,98104,47.59987,-122.32468,DOWNTOWN,2,2005,5,67590,49020,18570,Multifamily Housing,87,48.900001526,47.099998474,3830232,3690378,76.699996948,74.599998474,Multifamily Housing,75830,Office,2500,,,330022,0,25643,Multifamily Housing,No Issue,Compliant,1126036,2564342,2.8,139.2
27042,2018,UWAJIMAYA VILLAGE,Multifamily MR (5-9),512 S WELLER ST,SEATTLE,WA,98104,47.59774,-122.3273,DOWNTOWN,2,2000,5,294707,223150,71557,Multifamily Housing,58,89.699996948,89.400001526,20012768,19954884,211.399993896,211.100006104,Multifamily Housing,156378,Parking,71557,Supermarket/Grocery Store,66727,4378254,0,50163,Multifamily Housing,No Issue,Compliant,14938603,5016281,1.4,306.3
26839,2018,N P HOTEL & MANEKI RESTAURANT,Multifamily MR (5-9),304 6TH AVE S,SEATTLE,WA,98104,47.59968,-122.326,DOWNTOWN,2,1914,6,34848,34848,0,Multifamily Housing,,95.5,92.199996948,3965890,3827364,137.800003052,134.300003052,Multifamily Housing,37416,Restaurant,3172,Office,946,260959,0,29370,Multifamily Housing,No Issue,Compliant,890393,2936971,4.5,158.4
26832,2018,INTERNATIONAL HOUSE,Multifamily MR (5-9),607 MAYNARD AVE S,SEATTLE,WA,98104,47.59725,-122.32539,DOWNTOWN,2,1979,8,75477,75477,0,Multifamily Housing,37,54.200000763,52,4088344,3922700,129.800003052,124.099998474,Multifamily Housing,75477,,,,,879510,0,9218,Multifamily Housing,No Issue,Compliant,3000889,921811,0.8,57
26722,2018,DOWNTOWNER APARTMENTS,Multifamily MR (5-9),308 4TH AVE S,SEATTLE,WA,98104,47.59982,-122.3285,DOWNTOWN,2,1910,9,142510,142510,0,Multifamily Housing,,49.200000763,47.099998474,9652921,9243898,83.199996948,80.5,Multifamily Housing,150198,Non-Refrigerated Warehouse,46080,,,1021878,0,57573,Multifamily Housing,No Issue,Compliant,3486648,5757252,2.2,315.1
43867,2018,HONG KONG BUILDING & APTS,Multifamily MR (5-9),507 MAYNARD AVE S,SEATTLE,WA,98104,47.59801,-122.32544,DOWNTOWN,2,1927,5,39493,30993,8500,Multifamily Housing,,133.699996948,133.699996948,4374034,4374034,216.100006104,216.100006104,Multifamily Housing,24015,Restaurant,8700,Parking,8500,414866,0,29585,Multifamily Housing,No Issue,Compliant,1415522,2958511,5.2,160.9
26837,2018,ALPS HOTEL APARTMENTS,Multifamily MR (5-9),621 S KING ST,SEATTLE,WA,98104,47.59818,-122.32544,DOWNTOWN,2,1910,6,47607,35170,12437,Multifamily Housing,99,52.799999237,51.900001526,2162861,2129101,116.400001526,114.099998474,Multifamily Housing,35000,Parking,6000,Retail Store,6000,409245,0,7328,Multifamily Housing,No Issue,Compliant,1396344,732757,1.2,42.6
50254,2018,ICON APARTMENTS,Multifamily MR (5-9),400 S JACKSON ST,SEATTLE,WA,98104,47.59941,-122.32857,DOWNTOWN,2,2017,7,137771,101367,36404,Multifamily Housing,86,40.799999237,40.700000763,3936092,3924944,95.5,95.400001526,Multifamily Housing,83887,Parking,20020,Retail Store,12480,848908,0,10285,Multifamily Housing,No Issue,Compliant,2896473,1028472,0.6,62.4
26614,2018,BARTON PLACE,Multifamily MR (5-9),9201 RAINIER AVE S,SEATTLE,WA,98118,47.52052,-122.27058,SOUTHEAST,2,1971,6,65418,65418,0,Multifamily Housing,70,44.099998474,42.5,2884671,2780123,104.900001526,100.800003052,Multifamily Housing,65418,,,,,615824,0,6789,Multifamily Housing,No Issue,Compliant,2101191,678932,0.6,41.7
23894,2018,COURTLAND PLACE APARTMENTS,Multifamily MR (5-9),3700 RAINIER AVE S,SEATTLE,WA,98144,47.57108,-122.2916,SOUTHEAST,2,2004,7,193946,172135,21811,Multifamily Housing,79,44,43.400001526,7567481,7465626,100.5,98.800003052,Multifamily Housing,163183,Parking,21811,Office,8952,1535460,0,22266,Multifamily Housing,No Issue,Compliant,5238990,2226638,0.8,132.2
24036,2018,DAKOTA AT RAINIER COURT,Multifamily MR (5-9),3642 33RD AVE S,SEATTLE,WA,98144,47.57059,-122.29047,SOUTHEAST,2,2005,7,289471,207915,81556,Multifamily Housing,80,53.700000763,52.900001526,11174838,11007546,103.400001526,102,Multifamily Housing,198609,Parking,81556,Office,9306,1615569,0,54952,Multifamily Housing,No Issue,Compliant,5512321,5495226,1.5,306.6
27977,2018,VIEWS AT MADISON VISTA,Multifamily MR (5-9),1617 19TH AVE,SEATTLE,WA,98122,47.61598,-122.3077,CENTRAL,3,2002,5,73495,46895,26600,Multifamily Housing,92,66.900001526,65.199996948,3135878,3056568,96.800003052,94.300003052,Multifamily Housing,46895,Parking,26600,,,203354,0,23627,Multifamily Housing,No Issue,Compliant,693842,2362726,2.7,127.3
